item_id,item_name,total_revenue,revenue_pct,cumulative_revenue_pct
9196383,Google Mural Bottle,529.0,0.17,66.76
9196657,Google Raincoat Navy,528.0,0.17,66.93
9195928,Google Premium Sunglasses,522.0,0.17,67.1
9195739,Google Dino Game Tee,520.0,0.17,67.27
9196608,Google Badge Heavyweight Pullover Black,506.0,0.16,67.44
9196731,Google Cotopaxi Shell,504.0,0.16,67.6
9195199,Google F/C Longsleeve Charcoal,498.0,0.16,67.77
9196737,Google Felt Refillable Journal,494.0,0.16,67.93
9196631,Google Navy Speckled Tee,492.0,0.16,68.09
9195738,Google Dino Game Tee,488.0,0.16,68.25
9195548,Android Buoy Bottle,487.0,0.16,68.4
9188197,Google See-No Hear-No Set,485.0,0.16,68.56
9196846,Android Iconic Notebook,484.0,0.16,68.72
9196756,Google Men's Puff Jacket Black,483.0,0.16,68.88
9195549,Google Unisex Eco Tee Black,482.0,0.16,69.03
9196977,Google Chicago Campus Mug,482.0,0.16,69.19
9196656,Google Raincoat Navy,480.0,0.16,69.35
9197568,Google PNW Campus Bottle,469.0,0.15,69.5
9195825,YouTube Standards Zip Hoodie Black,468.0,0.15,69.65
9195552,Google Unisex Eco Tee Black,463.0,0.15,69.81
9188210,Google Mesh Bag Red,461.0,0.15,69.96
9196801,Android Iconic Glass Bottle Green,460.0,0.15,70.11
9196760,Google Women's Puff Jacket Black,460.0,0.15,70.26
9196832,Android Pocket Onesie Navy,459.0,0.15,70.41
9197457,Google Super G Tumbler (Blue Lid),458.0,0.15,70.55
9196646,Google Sherpa Zip Hoodie Navy,454.0,0.15,70.7
9196965,Google NYC Campus Zip Hoodie,451.0,0.15,70.85
9188201,Google Pen White,450.0,0.15,71.29
9185010,Google Bot,450.0,0.15,71.14
9196603,Google Badge Heavyweight Pullover Black,450.0,0.15,71.0
9197951,Google Sunnyvale Campus Mug,443.0,0.14,71.58
9196800,Android Iconic Mug Gray,443.0,0.14,71.43
9195205,Google F/C Longsleeve Ash,438.0,0.14,71.72
9198825,Mural Food Container,437.0,0.14,71.86
9196901,#IamRemarkable Water Bottle,435.0,0.14,72.01
9196951,Google NYC Campus Bottle,431.0,0.14,72.15
9184988,Google Emoji Sticker Pack,430.0,0.14,72.29
9199205,Google Land & Sea French Terry Sweatshirt,429.0,0.14,72.43
9197426,Google SF Campus Bottle,427.0,0.14,72.57
9197707,Google PNW Campus Zip Hoodie,426.0,0.14,72.7
9196895,Google Cork Passport Holder,426.0,0.14,72.84
9197400,Google LA Campus Mug,422.0,0.14,72.98
9195296,Android Super Hero 3D Framed Art,420.0,0.14,73.12
9195551,Google Unisex Eco Tee Black,416.0,0.14,73.25
9188234,Google Twill Cap Charcoal,415.0,0.14,73.39
9200600,Google Bot (Multicolored),414.0,0.13,73.52
9196274,YouTube Transmission Journal Red,411.0,0.13,73.66
9195128,Google Zip Hoodie F/C,408.0,0.13,73.79
9196917,#IamRemarkable Unisex Hoodie,407.0,0.13,73.92
9188189,Google 16 oz Tumbler Blue,405.0,0.13,74.06
9195710,Google Leather Strap Hat Black,405.0,0.13,74.19
9185149,Google Women's Microfleece Jacket Black,405.0,0.13,74.32
9196843,Android Iconic Backpack,400.0,0.13,74.45
9195195,Google F/C Longsleeve Charcoal,396.0,0.13,74.58
9196743,Google Men's Softshell Moss,395.0,0.13,74.71
9196777,Google Sherpa Vest Black,394.0,0.13,74.84
9188191,YouTube 25 oz Gear Cap Bottle Black,394.0,0.13,74.96
9196779,Google Sherpa Vest Black,394.0,0.13,75.09
9196623,Google Heather Green Speckled Tee,392.0,0.13,75.22
9196769,Google Men's Tech Fleece Grey,391.0,0.13,75.35
9196813,Android Pocket Tee Navy,387.0,0.13,75.47
9198447,Mommy Works at Google Book,384.0,0.13,75.6
9195962,Essential Canvas Tote,383.0,0.12,75.72
9197994,YouTube Jotter Task Pad,381.0,0.12,75.85
9197414,Google SF Campus Zip Hoodie,379.0,0.12,75.97
9196812,Android Pocket Tee Navy,376.0,0.12,76.09
9185152,Google Women's Microfleece Jacket Black,375.0,0.12,76.22
9199737,Super G Unisex Joggers,374.0,0.12,76.34
9196814,Android Pocket Tee Navy,369.0,0.12,76.46
9196761,Google Women's Puff Jacket Black,368.0,0.12,76.7
9196783,YouTube Iconic Play Pin,368.0,0.12,76.58
9196724,Google Women's Tech Fleece Vest Charcoal,363.0,0.12,76.82
9196729,Google LoveHandle Black,360.0,0.12,77.05
9196894,Google Cork Card Holder,360.0,0.12,76.94
9200323,Google Black Cloud Zip Hoodie,358.0,0.12,77.17
9196771,Google Women's Tech Fleece Grey,355.0,0.12,77.4
9180818,Keyboard DOT Sticker,355.0,0.12,77.52
9195798,YouTube Icon Tee Grey,355.0,0.12,77.29
9195211,Google Tudes Recycled Tee,354.0,0.12,77.63
9195237,Google Toddler FC Tee Charcoal,350.0,0.11,77.75
9199133,Super G Unisex Joggers,350.0,0.11,77.86
9196735,Google Cotopaxi Shell,342.0,0.11,77.97
9196671,Google Infant Hero Onesie Grey,340.0,0.11,78.08
9196855,Android Iconic Hat White,336.0,0.11,78.19
9196784,Google Emoji Magnet Set,336.0,0.11,78.3
9196693,Google Youth Hero Tee Grey,333.0,0.11,78.41
9196721,Google Men's Tech Fleece Vest Charcoal,331.0,0.11,78.52
9196728,Android Iconic Socks,331.0,0.11,78.63
9196720,Google Men's Tech Fleece Vest Charcoal,331.0,0.11,78.73
9196645,Google Sherpa Zip Hoodie Navy,330.0,0.11,78.84
9195913,Womens Google Striped LS,328.0,0.11,78.95
9195911,Womens Google Striped LS,324.0,0.11,79.16
9195827,YouTube Standards Zip Hoodie Black,324.0,0.11,79.05
9197423,Google SF Campus Tote,321.0,0.1,79.26
9197412,Google SF Campus Zip Hoodie,321.0,0.1,79.37
9196854,Android Iconic Hat Green,320.0,0.1,79.58
9196770,Google Women's Tech Fleece Grey,320.0,0.1,79.47
9185160,Google Crewneck Sweatshirt Grey,319.0,0.1,79.68
9196922,Google Cambridge Campus Mug,316.0,0.1,79.78
9196748,Google Women's Softshell Moss,316.0,0.1,79.89
9196747,Google Women's Softshell Moss,316.0,0.1,79.99
9185151,Google Women's Microfleece Jacket Black,315.0,0.1,80.09
9184912,Google Crewneck Sweatshirt Navy,308.0,0.1,80.19
9197603,Google Kirkland Campus Mug,307.0,0.1,80.29
9196939,Google Cambridge Campus Zip Hoodie,306.0,0.1,80.39
9196732,Google Cotopaxi Shell,304.0,0.1,80.69
9196711,Google Split Seam Tee Olive,304.0,0.1,80.59
9195550,Google Unisex Eco Tee Black,304.0,0.1,80.49
9195735,Google Campus Bike Eco Tee Navy,300.0,0.1,80.79
9194990,Google Women's Grid Zip-Up,300.0,0.1,80.89
9196762,Google Women's Puff Jacket Black,299.0,0.1,80.98
9196856,Android Iconic Hat Black,298.0,0.1,81.18
9197413,Google SF Campus Zip Hoodie,298.0,0.1,81.28
9196390,Supernatural Paper Tote,298.0,0.1,81.08
9180825,Google Sunglasses,291.0,0.09,81.37
9180827,Google Sunglasses,290.0,0.09,81.47
9196624,Google Heather Green Speckled Tee,288.0,0.09,81.65
9188310,Android SM S/F18 Sticker Sheet,288.0,0.09,81.84
9195918,Google Summer19 Crew Grey,288.0,0.09,81.93
9196607,Google Badge Heavyweight Pullover Black,288.0,0.09,81.75
9197380,Google LA Campus Unisex Tee,288.0,0.09,81.56
9196786,Google Lapel Pin,284.0,0.09,82.03
9195882,Unisex Google Pocket Tee Grey,284.0,0.09,82.12
9195919,Google Summer19 Crew Grey,280.0,0.09,82.21
9184829,Google Light Pen Blue,279.0,0.09,82.3
9197026,Google Austin Campus Tote,278.0,0.09,82.39
9197810,Supernatural Paper Backpack,276.0,0.09,82.48
9196978,Google Chicago Campus Bottle,275.0,0.09,82.57
9196907,#IamRemarkable Unisex T-Shirt,271.0,0.09,82.66
9195200,Google F/C Longsleeve Charcoal,270.0,0.09,82.75
9196857,Android Iconic Beanie,268.0,0.09,82.92
9196775,Google Sherpa Vest Black,268.0,0.09,82.84
9195966,Google Clear Framed Yellow Shades,265.0,0.09,83.18
9195238,Google Toddler FC Tee Charcoal,265.0,0.09,83.27
9196938,Google Cambridge Campus Zip Hoodie,265.0,0.09,83.1
9196994,Google Chicago Campus Zip Hoodie,265.0,0.09,83.01
9199201,Google Land & Sea French Terry Sweatshirt,264.0,0.09,83.36
9196847,Android Iconic Crewneck Sweatshirt,264.0,0.09,83.61
9196723,Google Women's Tech Fleece Vest Charcoal,264.0,0.09,83.53
9196635,Google Red Speckled Tee,264.0,0.09,83.44
9188198,Google Small Cable Organizer Blue,261.0,0.09,83.7
9195731,Google Campus Bike Eco Tee Navy,260.0,0.08,83.78
9195244,Google Infant Charcoal Onesie,260.0,0.08,83.87
9196858,Google Recycled Writing Set,259.0,0.08,83.95
9196694,Google Youth Hero Tee Grey,258.0,0.08,84.04
9196745,Google Men's Softshell Moss,257.0,0.08,84.12
9188209,Google Mesh Bag Blue,256.0,0.08,84.2
9197020,Google Austin Campus Zip Hoodie,256.0,0.08,84.29
9195927,Google Blue Kids Sunglasses,255.0,0.08,84.37
9200362,Google Cloud Pen,251.0,0.08,84.45
9195736,Google Campus Bike Eco Tee Navy,250.0,0.08,84.62
9195226,Google Youth FC Tee Charcoal,250.0,0.08,84.53
9196389,Supernatural Paper Lunch Sack,247.0,0.08,84.7
9197368,Google Boulder Campus Mug,247.0,0.08,84.78
9200364,Google Shoreline Water Bottle,246.0,0.08,84.86
9195231,Google Youth FC Longsleeve Charcoal,246.0,0.08,84.94
9195236,Google Toddler FC Tee Charcoal,245.0,0.08,85.02
9188228,Google 24 oz Ring Bottle Red,243.0,0.08,85.1
9197592,Google Kirkland Campus Unisex Tee,242.0,0.08,85.17
9195265,Google Incognito Flap Pack,240.0,0.08,85.25
9196916,#IamRemarkable Unisex Hoodie,239.0,0.08,85.33
9196412,Google Beekeepers Tee Mint,238.0,0.08,85.41
9196993,Google Chicago Campus Zip Hoodie,234.0,0.08,85.48
9197705,Google PNW Campus Zip Hoodie,233.0,0.08,85.56
9184830,Google Light Pen Red,232.0,0.08,85.71
9196427,Stan and Friends Tee Green,232.0,0.08,85.64
9195247,Google Infant Charcoal Onesie,230.0,0.07,85.79
9196381,Google Mural Notebook,228.0,0.07,85.86
9195228,Google Youth FC Tee Charcoal,225.0,0.07,85.93
9197386,Google LA Campus Zip Hoodie,225.0,0.07,86.01
9197706,Google PNW Campus Zip Hoodie,224.0,0.07,86.45
9197986,Google Sunnyvale Campus Zip Hoodie,224.0,0.07,86.3
9197021,Google Austin Campus Zip Hoodie,224.0,0.07,86.23
9197988,Google Sunnyvale Campus Zip Hoodie,224.0,0.07,86.08
9196699,Google Youth Hero Tee Maroon,224.0,0.07,86.37
9196891,Google Medium Pet Leash (Blue/Green),224.0,0.07,86.15
9180826,Google Sunglasses,223.0,0.07,86.52
9195967,Google Clear Framed Blue Shades,223.0,0.07,86.59
9195229,Google Youth FC Longsleeve Charcoal,222.0,0.07,86.74
9195968,Google Clear Framed Gray Shades,222.0,0.07,86.66
9185146,Google Mens Microfleece Jacket Black,221.0,0.07,86.88
9196780,Google Sherpa Vest Black,221.0,0.07,86.81
9195263,Google Toddler FC Tee Charcoal,220.0,0.07,86.95
9196805,Android Pocket Tee Green,219.0,0.07,87.1
9196918,#IamRemarkable Unisex Hoodie,219.0,0.07,87.02
9195936,Google Color Block Notebook,218.0,0.07,87.17
9195230,Google Youth FC Longsleeve Charcoal,216.0,0.07,87.24
9195227,Google Youth FC Tee Charcoal,215.0,0.07,87.31
9196709,Google Split Seam Tee Olive,215.0,0.07,87.38
9195801,YouTube Icon Tee Grey,214.0,0.07,87.45
9197713,Google PNW Campus Unisex Tee,214.0,0.07,87.52
9180823,Google Mini Kick Ball,213.0,0.07,87.59
9195937,Google Confetti Task Pad,211.0,0.07,87.65
9197814,Google Large Pet Leash (Red/Yellow),210.0,0.07,87.86
9196870,Google Sustainable Pencil Pouch,210.0,0.07,87.93
9197387,Google LA Campus Zip Hoodie,210.0,0.07,87.79
9195791,YouTube Icon Tee Charcoal,210.0,0.07,87.72
9195946,Google Campus Bike Carry Pouch,207.0,0.07,88.0
9184749,Android Large Removable Sticker Sheet,207.0,0.07,88.06
9184831,Google Light Pen Green,205.0,0.07,88.13
9195245,Google Infant Charcoal Onesie,205.0,0.07,88.2
9184850,Google Tee Yellow,204.0,0.07,88.33
9188207,Google Laptop Sleeve Charcoal,204.0,0.07,88.26
9196892,Google Large Pet Leash (Blue/Green),203.0,0.07,88.4
9181149,Gift Card - $25.00,200.0,0.07,88.46
9195246,Google Infant Charcoal Onesie,200.0,0.07,88.53
9195201,Google F/C Longsleeve Ash,198.0,0.06,88.59
9195938,Google Confetti Slim Task Pad,197.0,0.06,88.66
9196806,Android Pocket Tee Green,196.0,0.06,88.78
9196889,Google Medium Pet Collar (Blue/Green),196.0,0.06,88.72
9195794,YouTube Icon Tee Charcoal,195.0,0.06,88.85
9196861,Google Cork Journal,194.0,0.06,88.97
9197005,Google Austin Campus Bottle,194.0,0.06,88.91
9196666,Google Sherpa Zip Hoodie Charcoal,193.0,0.06,89.04
9196654,Google Raincoat Navy,192.0,0.06,89.1
9195881,Unisex Google Pocket Tee Grey,192.0,0.06,89.16
9200344,Google Chrome Dino Light Up Water Bottle,191.0,0.06,89.22
9195294,Snowflake Android Cardboard Sculpture,190.0,0.06,89.29
9195802,YouTube Icon Tee Grey,186.0,0.06,89.35
9196757,Google Men's Puff Jacket Black,184.0,0.06,89.41
9184842,Google Tee Red,183.0,0.06,89.47
9184979,Android Large Trace Journal Black,181.0,0.06,89.53
9180842,Maze Pen,180.0,0.06,89.58
9200324,Google Black Cloud Zip Hoodie,179.0,0.06,89.64
9196830,Android Pocket Onesie Navy,178.0,0.06,89.7
9196968,Google NYC Campus Zip Hoodie,178.0,0.06,89.76
9188194,Google Mouse Pad Navy,177.0,0.06,89.82
9196851,Android Iconic Crewneck Sweatshirt,176.0,0.06,89.93
9196864,Google Cork Pencil Pouch,176.0,0.06,89.99
9196270,Google Mural Sticker Sheet,176.0,0.06,89.87
9200316,Google Aluminum Bottle Red,175.0,0.06,90.05
9188311,Android Lumberjack Pin,174.0,0.06,90.1
9197347,Google Boulder Campus Unisex Tee,172.0,0.06,90.16
9196995,Google Chicago Campus Zip Hoodie,169.0,0.06,90.21
9188233,Google Phone Stand Bamboo,169.0,0.06,90.27
9196890,Google Large Pet Collar (Blue/Green),168.0,0.05,90.49
9196710,Google Split Seam Tee Olive,168.0,0.05,90.43
9196437,Stan and Friends Youth Tee Green,168.0,0.05,90.32
9196872,Google Felt Luggage Tag,168.0,0.05,90.38
9195942,Google Confetti Accessory Pouch,167.0,0.05,90.6
9196811,Android Pocket Tee Navy,167.0,0.05,90.54
9195799,YouTube Icon Tee Grey,166.0,0.05,90.7
9196691,Google Youth Badge Tee Olive,166.0,0.05,90.65
9196650,Google Sherpa Zip Hoodie Navy,165.0,0.05,90.76
9196782,Google Maps Pin,163.0,0.05,90.81
9184866,Google Tee Blue,163.0,0.05,90.86
9196822,Android Pocket Toddler Tee Navy,162.0,0.05,91.02
9196695,Google Youth Hero Tee Grey,162.0,0.05,90.92
9197420,Google SF Campus Ladies Tee,162.0,0.05,90.97
9197989,Google Sunnyvale Campus Zip Hoodie,160.0,0.05,91.13
9197356,Google Boulder Campus Zip Hoodie,160.0,0.05,91.08
9197372,Google Infant Hero Tee Olive,158.0,0.05,91.28
9196749,Google Women's Softshell Moss,158.0,0.05,91.33
9197953,Google Sunnyvale Campus Bottle,158.0,0.05,91.23
9197379,Google LA Campus Unisex Tee,158.0,0.05,91.38
9196740,Google Men's Softshell Moss,158.0,0.05,91.18
9196698,Google Youth Hero Tee Maroon,157.0,0.05,91.44
9196824,Android Pocket Toddler Tee Navy,154.0,0.05,91.49
9196908,#IamRemarkable Unisex T-Shirt,153.0,0.05,91.54
9197939,Google Decal,153.0,0.05,91.59
9196712,Google Split Seam Tee Olive,152.0,0.05,91.69
9196736,Google Cotopaxi Shell,152.0,0.05,91.64
9181151,Gift Card - $50.00,150.0,0.05,91.73
9194986,Google Women's Grid Zip-Up,150.0,0.05,91.78
9196382,Google Mural Tote,148.0,0.05,91.88
9196413,Google Beekeepers Tee Mint,148.0,0.05,91.83
9195879,Unisex Google Pocket Tee Grey,148.0,0.05,91.93
9184858,Google Tee Green,146.0,0.05,91.98
9196840,Android Pocket Youth Tee Navy,145.0,0.05,92.02
9196419,Flamingo and Friends Tee Blue,144.0,0.05,92.16
9197373,Google Infant Hero Tee Olive,144.0,0.05,92.12
9195251,Google Youth FC Zip Hoodie,144.0,0.05,92.07
9185156,Google Crewneck Sweatshirt Grey,143.0,0.05,92.21
9196829,Android Pocket Onesie Navy,143.0,0.05,92.26
9196642,Google Toddler Tee White,143.0,0.05,92.35
9196831,Android Pocket Onesie Navy,143.0,0.05,92.3
9196859,Google Recycled Pen Black,142.0,0.05,92.49
9188256,Google Women's Black Tee,142.0,0.05,92.44
9196772,Google Women's Tech Fleece Grey,142.0,0.05,92.4
9195553,Google Unisex Eco Tee Black,142.0,0.05,92.54
9195797,YouTube Icon Tee Grey,141.0,0.05,92.58
9197811,Google Medium Pet Collar (Red/Yellow),140.0,0.05,92.67
9197974,Google Sunnyvale Campus Ladies Tee,140.0,0.05,92.63
9197969,Google Mountain View Campus Ladies Tee,140.0,0.05,92.72
9196643,Google Toddler Tee White,138.0,0.04,92.85
9196714,Google Totepak,138.0,0.04,92.81
9196644,Google Toddler Tee White,138.0,0.04,92.76
